source_type,korgau_id,event_time,event_date,year,month,day,hour,day_of_week,is_weekend,organization,region,location,observer_name,observation_type_raw,observation_type,observation_category,potential_consequences,measures_taken,encouragement_actions,reported_to_whom,work_stopped_flag,discussed_with_person_flag,reported_to_responsible_flag,hazard_eliminated_flag,signal_text,is_risk_signal,is_good_practice,has_potential_consequence_text,has_measures_text,has_report_target_text
,1183,1965-03-29 13:28:00,1965-03-29,1965.0,3.0,29.0,13.0,0.0,0,"ТОО ""Изумрудный Папоротник""",,,Флоров Георгин Лилиевич,Небезопасное поведение,unsafe_behavior,Работы на высоте / Строительные леса,Работа на высоте не применили монтажный пояс,Обьеснительные работы были проведены,Замечание зделали,Ответственному мастеру,1,1,1,1,"Тип наблюдения: Небезопасное поведение | Категория: Работы на высоте / Строительные леса | Организация: ТОО ""Изумрудный Папоротник"" | Последствия или преимущества: Работа на высоте не применили монтажный пояс | Меры: Обьеснительные работы были проведены | Остановка работ: True | Поощрение хорошей практики: Замечание зделали | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Ответственному мастеру | Опасность устранена: True",1,0,1,1,1
,59,2025-05-24 21:00:00,2025-05-24,2025.0,5.0,24.0,21.0,5.0,1,"ТОО ""Лепесток Удачи""",,,Ирисов Лотос Лилиевич,Небезопасное условие,unsafe_condition,"Опасные вещества/сероводород, Санитарно-бытовые помещения","БӨАжА аспаптарын арнайы бөлмеде, қоймада ұстау","Өндірістік нысандардағы қолданылатын БӨАжА аспаптарын жөндеу және тексеру, сақтау кезінде арнайы қоймаларда сақтау ескертілді",БӨАжА аспаптарын арнайы бөлмелерде сақтау жиналу ескертілді,1-дәрежелі инженерге,1,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Опасные вещества/сероводород, Санитарно-бытовые помещения | Организация: ТОО ""Лепесток Удачи"" | Последствия или преимущества: БӨАжА аспаптарын арнайы бөлмеде, қоймада ұстау | Меры: Өндірістік нысандардағы қолданылатын БӨАжА аспаптарын жөндеу және тексеру, сақтау кезінде арнайы қоймаларда сақтау ескертілді | Остановка работ: True | Поощрение хорошей практики: БӨАжА аспаптарын арнайы бөлмелерде сақтау жиналу ескертілді | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: 1-дәрежелі инженерге | Опасность устранена: True",1,0,1,1,1
,4284,2025-05-25 14:00:00,2025-05-25,2025.0,5.0,25.0,14.0,6.0,1,"ТОО ""Рассветная Лаванда""",,,Астров Тюльпан Лавандович,Небезопасное действие,unsafe_action,Рабочее место / Эргономика,"№28 ұңғыма басында мердігер мекеме жұмыс барысында, қауыпты аймақты қоршамағаны байқалды.","Ескерту жасалды,нұсқама жүргізілді.",Нет данных,Нет данных,1,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: Рабочее место / Эргономика | Организация: ТОО ""Рассветная Лаванда"" | Последствия или преимущества: №28 ұңғыма басында мердігер мекеме жұмыс барысында, қауыпты аймақты қоршамағаны байқалды. | Меры: Ескерту жасалды,нұсқама жүргізілді. | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1,0,1,1,1
,940,2025-05-25 14:10:00,2025-05-25,2025.0,5.0,25.0,14.0,6.0,1,"ТОО ""Сияющая Примула""",,,Астров Мелисс Ирисович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,ТҚ-69 скв 4155 подвеной подвишнигі ауыстырылуы,ауызша ескертілді,жұмыс орында СИЗ пайдалану,Ескертілді,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Сияющая Примула"" | Последствия или преимущества: ТҚ-69 скв 4155 подвеной подвишнигі ауыстырылуы | Меры: ауызша ескертілді | Остановка работ: False | Поощрение хорошей практики: жұмыс орында СИЗ пайдалану | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Ескертілді | Опасность устранена: False",0,1,1,1,1
,629,2025-05-25 15:05:00,2025-05-25,2025.0,5.0,25.0,15.0,6.0,1,"ТОО ""Небесная Камелия""",,,Хризантемов Мелисс Лотосович,Хорошая практика,good_practice,"Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности","При выполнении работ с болгаркой использовал перчатки сварщика, защитные очки и маску из трикотажа для защиты лица от искр и пыли. В дальнейшем строго соблюдать требования охраны труда и применять соответствующие СИЗ при работе с режущим инструментом.",Поблагодарил работника о соблюдении всех необходимых мер. Хороший пример осознанного подхода к охране труда и сообщил инженер-механику службы.,Сообщил инженер-механику службы на м/р Акшабулак.,Нет данных,1,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Небесная Камелия"" | Последствия или преимущества: При выполнении работ с болгаркой использовал перчатки сварщика, защитные очки и маску из трикотажа для защиты лица от искр и пыли. В дальнейшем строго соблюдать требования охраны труда и применять соответствующие СИЗ при работе с режущим инструментом. | Меры: Поблагодарил работника о соблюдении всех необходимых мер. Хороший пример осознанного подхода к охране труда и сообщил инженер-механику службы. | Остановка работ: True | Поощрение хорошей практики: Сообщил инженер-механику службы на м/р Акшабулак. | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",0,1,1,1,1
,4283,2025-05-25 15:12:00,2025-05-25,2025.0,5.0,25.0,15.0,6.0,1,"ТОО ""Лепесток Удачи""",,,Розанов Жасмин Фиалкович,Небезопасное действие,unsafe_action,Вождение,Мердігер мекеме жүргізушісі күндізге мезгілде қозғалыс кезінде жарық шамын қоспағаны байқалды.,Жүргізушіге нұсқама өткізілді.,Нет данных,Нет данных,1,1,1,1,"Тип наблюдения: Небезопасное действие | Категория: Вождение | Организация: ТОО ""Лепесток Удачи"" | Последствия или преимущества: Мердігер мекеме жүргізушісі күндізге мезгілде қозғалыс кезінде жарық шамын қоспағаны байқалды. | Меры: Жүргізушіге нұсқама өткізілді. | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: True",1,0,1,1,1
,627,2025-05-25 15:40:00,2025-05-25,2025.0,5.0,25.0,15.0,6.0,1,"ТОО ""Ароматный Мирт""",,,Виолетов Флорен Виолетович,Хорошая практика,good_practice,"Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности","При выполнении работ болгаркой использовал СИЗ: защиту для глаз и лица. Хорошая практика, обеспечивающая безопасность, в дальнейшем строго соблюдать требования охраны труда и применять соответствующие СИЗ при работе с режущим инструментом.",.,.,.,1,1,0,0,"Тип наблюдения: Хорошая практика | Категория: Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности | Организация: ТОО ""Ароматный Мирт"" | Последствия или преимущества: При выполнении работ болгаркой использовал СИЗ: защиту для глаз и лица. Хорошая практика, обеспечивающая безопасность, в дальнейшем строго соблюдать требования охраны труда и применять соответствующие СИЗ при работе с режущим инструментом. | Меры: . | Остановка работ: True | Поощрение хорошей практики: . | Обсудили с наблюдаемым: True | Сообщили ответственному: False | Кому сообщили: . | Опасность устранена: False",0,1,1,1,1
,964,2025-05-25 15:40:00,2025-05-25,2025.0,5.0,25.0,15.0,6.0,1,"ТОО ""Лавандовый Рассвет""",,,Жасминов Флорен Мелиссович,Небезопасное действие,unsafe_action,Рабочее место / Эргономика,ТҚ-74 қарасты скв 6008 ұнғынын канатын ауыстыру,Биіктікке жұмыс жасағанда техника қауіпсіздігін сақтау,Арнайы техник көмегіне жүгіну,Түсіндірме жұмыстары жүргізілді,0,0,0,0,"Тип наблюдения: Небезопасное действие | Категория: Рабочее место / Эргономика | Организация: ТОО ""Лавандовый Рассвет"" | Последствия или преимущества: ТҚ-74 қарасты скв 6008 ұнғынын канатын ауыстыру | Меры: Биіктікке жұмыс жасағанда техника қауіпсіздігін сақтау | Остановка работ: False | Поощрение хорошей практики: Арнайы техник көмегіне жүгіну | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Түсіндірме жұмыстары жүргізілді | Опасность устранена: False",1,0,1,1,1
,956,2025-05-25 16:45:00,2025-05-25,2025.0,5.0,25.0,16.0,6.0,1,"ТОО ""Рассветная Лаванда""",,,Ирисов Розан Азалиевич,Небезопасное поведение,unsafe_behavior,"Рабочее место / Эргономика, Поддержание чистоты и порядка",Скважина зерттеу кезінде ЖКСЦ-3 КНС-1 скв 5160 айналасы лас,скв айналасын тазалау айтылды,тусіндірме жұмыстары жүргізілді,Басшы құрамға ескертілді,0,0,0,0,"Тип наблюдения: Небезопасное поведение | Категория: Рабочее место / Эргономика, Поддержание чистоты и порядка | Организация: ТОО ""Рассветная Лаванда"" | Последствия или преимущества: Скважина зерттеу кезінде ЖКСЦ-3 КНС-1 скв 5160 айналасы лас | Меры: скв айналасын тазалау айтылды | Остановка работ: False | Поощрение хорошей практики: тусіндірме жұмыстары жүргізілді | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Басшы құрамға ескертілді | Опасность устранена: False",1,0,1,1,1
,649,2025-05-25 18:00:00,2025-05-25,2025.0,5.0,25.0,18.0,6.0,1,"ТОО ""Весенний Пион""",,,Флоров Мелисс Сакурович,Небезопасное условие,unsafe_condition,Рабочее место / Эргономика,"Есік терезе дұрыс жабылмайды, шаң жаңбыр өтеді",Начальник участкага айттым,-,Начальникке айттым,0,1,1,0,"Тип наблюдения: Небезопасное условие | Категория: Рабочее место / Эргономика | Организация: ТОО ""Весенний Пион"" | Последствия или преимущества: Есік терезе дұрыс жабылмайды, шаң жаңбыр өтеді | Меры: Начальник участкага айттым | Остановка работ: False | Поощрение хорошей практики: - | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальникке айттым | Опасность устранена: False",1,0,1,1,1
,2372,2025-05-25 20:15:00,2025-05-25,2025.0,5.0,25.0,20.0,6.0,1,"ТОО ""Лавандовый Рассвет""",,,Маргаритов Пион Фиалкович,Небезопасное условие,unsafe_condition,Рабочее место / Эргономика,жарық шам ауыстыру,Шеберге хабарланды,Нет данных,Шеберге хабарланды,0,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Рабочее место / Эргономика | Организация: ТОО ""Лавандовый Рассвет"" | Последствия или преимущества: жарық шам ауыстыру | Меры: Шеберге хабарланды | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Шеберге хабарланды | Опасность устранена: True",1,0,1,1,1
,621,2025-05-25 23:03:00,2025-05-25,2025.0,5.0,25.0,23.0,6.0,1,"ТОО ""Гармония Лилий""",,,Пионов Георгин Хризантемович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет,Нет данных,Нет данных,Нет,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Гармония Лилий"" | Последствия или преимущества: Нет | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет | Опасность устранена: False",0,1,1,1,1
,622,2025-05-25 23:07:00,2025-05-25,2025.0,5.0,25.0,23.0,6.0,1,"ТОО ""Шёлковый Пион""",,,Нарциссов Лаврентий Маргаритович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет данных,Нет,Нет данных,Нет данных,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Шёлковый Пион"" | Последствия или преимущества: Нет данных | Меры: Нет | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,624,2025-05-25 23:11:00,2025-05-25,2025.0,5.0,25.0,23.0,6.0,1,"ТОО ""Лунная Орхидея""",,,Орхидеев Тюльпан Гортензиевич,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет,Нет данных,Нет данных,Нет данных,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Лунная Орхидея"" | Последствия или преимущества: Нет | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,626,2025-05-25 23:12:00,2025-05-25,2025.0,5.0,25.0,23.0,6.0,1,"ТОО ""Белый Лотос KZ""",,,Лилиев Камелий Ирисович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет,Нет данных,Нет данных,Нет данных,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Белый Лотос KZ"" | Последствия или преимущества: Нет | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,742,2025-05-26 00:06:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Сафлоровый Рассвет""",,,Лавандов Нарцисс Нарциссович,Хорошая практика,good_practice,Вождение,Нет данных,Нет данных,Нет данных,Нет данных,1,1,1,0,"Тип наблюдения: Хорошая практика | Категория: Вождение | Организация: ТОО ""Сафлоровый Рассвет"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,743,2025-05-26 00:08:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Медовая Астра""",,,Розанов Сакур Лотосович,Хорошая практика,good_practice,Вождение,Провёл наблюдение предложение нет,.......,Наблюдение даёт возможность оценивать любую ситуацию в работе,Начальник,0,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Вождение | Организация: ТОО ""Медовая Астра"" | Последствия или преимущества: Провёл наблюдение предложение нет | Меры: ....... | Остановка работ: False | Поощрение хорошей практики: Наблюдение даёт возможность оценивать любую ситуацию в работе | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальник | Опасность устранена: True",0,1,1,1,1
,744,2025-05-26 00:14:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Тайный Бутон""",,,Жасминов Лаврентий Хризантемович,Хорошая практика,good_practice,Вождение,Нет данных,Нет данных,Нет данных,Нет данных,0,1,1,0,"Тип наблюдения: Хорошая практика | Категория: Вождение | Организация: ТОО ""Тайный Бутон"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,749,2025-05-26 00:17:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Гармония Лилий""",,,Лилиев Тюльпан Астрович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет данных,Нет данных,Нет данных,Начальник участка Сисенбаев Кобланды,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Гармония Лилий"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Начальник участка Сисенбаев Кобланды | Опасность устранена: False",0,1,1,1,1
,747,2025-05-26 00:17:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Огненная Георгина""",,,Лилиев Гортензий Сакурович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет данных,Нет данных,Нет данных,Начальник участка Сисенбаев Кобланды,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Огненная Георгина"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Начальник участка Сисенбаев Кобланды | Опасность устранена: False",0,1,1,1,1
,746,2025-05-26 00:17:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Полевой Клевер""",,,Нарциссов Орхидей Лотосович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет данных,Нет данных,Нет данных,Начальник участка Сисенбаев Кобланды,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Полевой Клевер"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Начальник участка Сисенбаев Кобланды | Опасность устранена: False",0,1,1,1,1
,748,2025-05-26 00:17:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Сияющая Примула""",,,Азалиев Георгин Камелиевич,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет данных,Нет данных,Нет данных,Начальник участка Сисенбаев Кобланды,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Сияющая Примула"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Начальник участка Сисенбаев Кобланды | Опасность устранена: False",0,1,1,1,1
,750,2025-05-26 00:17:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Шёлковый Пион""",,,Пионов Розан Маргаритович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет данных,Нет данных,Нет данных,Начальник участка Сисенбаев Кобланды,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Шёлковый Пион"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Начальник участка Сисенбаев Кобланды | Опасность устранена: False",0,1,1,1,1
,745,2025-05-26 00:18:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Цветущий Миндаль""",,,Нарциссов Виолан Лилиевич,Хорошая практика,good_practice,Вождение,Нет данных,Нет данных,Нет данных,Нет данных,1,1,1,0,"Тип наблюдения: Хорошая практика | Категория: Вождение | Организация: ТОО ""Цветущий Миндаль"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,751,2025-05-26 00:19:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Японская Сакура""",,,Ирисов Маргарит Лилиевич,Хорошая практика,good_practice,"Вождение, Наряд-допуск / Оценка риска, Трубопроводы / Подземные коммуникации",Провёл наблюдение Предложение нет,……,.,Начальнику участка,0,1,1,0,"Тип наблюдения: Хорошая практика | Категория: Вождение, Наряд-допуск / Оценка риска, Трубопроводы / Подземные коммуникации | Организация: ТОО ""Японская Сакура"" | Последствия или преимущества: Провёл наблюдение Предложение нет | Меры: …… | Остановка работ: False | Поощрение хорошей практики: . | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: False",0,1,1,1,1
,752,2025-05-26 00:26:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Лунная Орхидея""",,,Лавандов Георгин Гортензиевич,Хорошая практика,good_practice,"Вождение, Поддержание чистоты и порядка",Провел наблюдение предложения нет,.......,Наблюдение дает возможность оценивать любую ситуацию в работе,Начальнику участка,0,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Вождение, Поддержание чистоты и порядка | Организация: ТОО ""Лунная Орхидея"" | Последствия или преимущества: Провел наблюдение предложения нет | Меры: ....... | Остановка работ: False | Поощрение хорошей практики: Наблюдение дает возможность оценивать любую ситуацию в работе | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",0,1,1,1,1
,756,2025-05-26 00:45:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Цветочный Бриз""",,,Тюльпанов Камелий Лавандович,Хорошая практика,good_practice,Наряд-допуск / Оценка риска,Нет данных,Нет данных,Нет данных,Начальнику участка Сисенбаев Кобланды,0,0,1,0,"Тип наблюдения: Хорошая практика | Категория: Наряд-допуск / Оценка риска | Организация: ТОО ""Цветочный Бриз"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: True | Кому сообщили: Начальнику участка Сисенбаев Кобланды | Опасность устранена: False",0,1,1,1,1
,755,2025-05-26 00:52:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Ароматный Мирт""",,,Пионов Виолан Астрович,Хорошая практика,good_practice,"Вождение, Поддержание чистоты и порядка",Провел наблюдения предложение нет,.........,Наблюдения даёт возможность оценивать любую ситуацию в работе,Начальнику участка,0,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Вождение, Поддержание чистоты и порядка | Организация: ТОО ""Ароматный Мирт"" | Последствия или преимущества: Провел наблюдения предложение нет | Меры: ......... | Остановка работ: False | Поощрение хорошей практики: Наблюдения даёт возможность оценивать любую ситуацию в работе | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",0,1,1,1,1
,754,2025-05-26 00:52:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Белый Лотос KZ""",,,Фиалков Жасмин Ирисович,Хорошая практика,good_practice,"Вождение, Поддержание чистоты и порядка",Провел наблюдения предложение нет,.........,Наблюдения даёт возможность оценивать любую ситуацию в работе,Начальнику участка,0,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Вождение, Поддержание чистоты и порядка | Организация: ТОО ""Белый Лотос KZ"" | Последствия или преимущества: Провел наблюдения предложение нет | Меры: ......... | Остановка работ: False | Поощрение хорошей практики: Наблюдения даёт возможность оценивать любую ситуацию в работе | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",0,1,1,1,1
,753,2025-05-26 00:52:00,2025-05-26,2025.0,5.0,26.0,0.0,0.0,0,"ТОО ""Садовый Гиацинт""",,,Мелиссов Магнолий Фиалкович,Хорошая практика,good_practice,"Вождение, Поддержание чистоты и порядка",Провел наблюдения предложение нет,.........,Наблюдения даёт возможность оценивать любую ситуацию в работе,Начальнику участка,0,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Вождение, Поддержание чистоты и порядка | Организация: ТОО ""Садовый Гиацинт"" | Последствия или преимущества: Провел наблюдения предложение нет | Меры: ......... | Остановка работ: False | Поощрение хорошей практики: Наблюдения даёт возможность оценивать любую ситуацию в работе | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",0,1,1,1,1
,757,2025-05-26 01:02:00,2025-05-26,2025.0,5.0,26.0,1.0,0.0,0,"ТОО ""Небесная Камелия""",,,Виолетов Флорен Сакурович,Хорошая практика,good_practice,Поддержание чистоты и порядка,Профессор наблюдение предложения нет,.......,Нет данных,Наблюдение дает возможность оценивать любую ситуацию в работе,0,1,1,0,"Тип наблюдения: Хорошая практика | Категория: Поддержание чистоты и порядка | Организация: ТОО ""Небесная Камелия"" | Последствия или преимущества: Профессор наблюдение предложения нет | Меры: ....... | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Наблюдение дает возможность оценивать любую ситуацию в работе | Опасность устранена: False",0,1,1,1,1
,758,2025-05-26 01:11:00,2025-05-26,2025.0,5.0,26.0,1.0,0.0,0,"ТОО ""Степной Шалфей""",,,Лилиев Сакур Астрович,Хорошая практика,good_practice,Вождение,Нет данных,Нет данных,Нет данных,Нет данных,0,0,0,0,"Тип наблюдения: Хорошая практика | Категория: Вождение | Организация: ТОО ""Степной Шалфей"" | Последствия или преимущества: Нет данных | Меры: Нет данных | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: False | Сообщили ответственному: False | Кому сообщили: Нет данных | Опасность устранена: False",0,1,1,1,1
,759,2025-05-26 01:15:00,2025-05-26,2025.0,5.0,26.0,1.0,0.0,0,"ТОО ""Грация Гортензии""",,,Виолетов Виолан Азалиевич,Хорошая практика,good_practice,"Поддержание чистоты и порядка, Наряд-допуск / Оценка риска",Провел наблюдение предложение нет,........,Наблюдение дает возможность оценивать любую ситуацию в работе,Начальнику участка,0,1,1,1,"Тип наблюдения: Хорошая практика | Категория: Поддержание чистоты и порядка, Наряд-допуск / Оценка риска | Организация: ТОО ""Грация Гортензии"" | Последствия или преимущества: Провел наблюдение предложение нет | Меры: ........ | Остановка работ: False | Поощрение хорошей практики: Наблюдение дает возможность оценивать любую ситуацию в работе | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: True",0,1,1,1,1
,760,2025-05-26 01:33:00,2025-05-26,2025.0,5.0,26.0,1.0,0.0,0,"ТОО ""Пудровая Роза""",,,Мелиссов Фиал Нарциссович,Небезопасное условие,unsafe_condition,Знаки безопасности / Предупредительные таблички,Отсутствует указатель километров,Сообщили нач/участка АВП Трудовой,Нет данных,Текебаеву Б,1,1,1,1,"Тип наблюдения: Небезопасное условие | Категория: Знаки безопасности / Предупредительные таблички | Организация: ТОО ""Пудровая Роза"" | Последствия или преимущества: Отсутствует указатель километров | Меры: Сообщили нач/участка АВП Трудовой | Остановка работ: True | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Текебаеву Б | Опасность устранена: True",1,0,1,1,1
,761,2025-05-26 01:47:00,2025-05-26,2025.0,5.0,26.0,1.0,0.0,0,"ТОО ""Золотой Подсолнух""",,,Георгинов Лилий Флорович,Небезопасное условие,unsafe_condition,"Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска",Провёл наблюдение предложение нет,...,Нет данных,Начальнику участка,0,1,1,0,"Тип наблюдения: Небезопасное условие | Категория: Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска | Организация: ТОО ""Золотой Подсолнух"" | Последствия или преимущества: Провёл наблюдение предложение нет | Меры: ... | Остановка работ: False | Поощрение хорошей практики: Нет данных | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальнику участка | Опасность устранена: False",1,0,1,1,1
,762,2025-05-26 01:53:00,2025-05-26,2025.0,5.0,26.0,1.0,0.0,0,"ТОО ""Кристальный Ирис""",,,Виолетов Хризантем Магнолиевич,Хорошая практика,good_practice,"Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска","Провел наблюдение, предложение нет",Сообшил начальнику,.,Начальник участка,0,1,1,0,"Тип наблюдения: Хорошая практика | Категория: Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска | Организация: ТОО ""Кристальный Ирис"" | Последствия или преимущества: Провел наблюдение, предложение нет | Меры: Сообшил начальнику | Остановка работ: False | Поощрение хорошей практики: . | Обсудили с наблюдаемым: True | Сообщили ответственному: True | Кому сообщили: Начальник участка | Опасность устранена: False",0,1,1,1,1
